,,→ParameterNavn,Energi (kJ),"Energi, deklaration (kJ)",Energi (kcal),"Energi, deklaration (kcal)",Protein,Protein fra Aminosyrer,"Protein, deklaration",Kulhydrat difference,Tilgængelig kulhydrat,"Tilgængelig kulhydrat, deklaration",Kostfibre,Fedt,Alkohol,Salt deklaration,Aske,Tørstof,Vand,A-vitamin,Retinol,beta-Caroten,D-vitamin,D3-vitamin,D2-vitamin,25-hydroxy D3-vitamin,25-hydroxy D2-vitamin,E-vitamin,alfa-Tokoferol,beta-Tokoferol,gamma-Tokoferol,delta-Tokoferol,alfa-Tokotrienol,K1-vitamin,Thiamin (B1-vitamin),Thiamin,Riboflavin (B2-vitamin),Niacinækvivalent,Niacin,B6-vitamin,Pantotensyre,Biotin,Folat,Frit folat,B12-vitamin,C-vitamin,Ascorbinsyre,Dehydroascorbinsyre,Natrium,Kalium,Calcium,Magnesium,Rubidium,Jern,Kobber,Zink,Mangan,Krom,Molybdæn,Cobolt,Selen,Aluminium,Silicium,Bor,Fosfor,Fluor,Chlorid,Brom,Jod,Svovl,Nikkel,Kviksølv,Arsen,Cadmium,Bly,Tin,Fruktose,Galaktose,Glukose,Sum monosakkarider,Laktose,Maltose,Sakkarose,Sum disakkarider,Raffinose,Sum sukkerarter,Tilsat Sukker,Frie sukkerarter,Sorbitol,Sum sukkeralkoholer,Stivelse/Glykogen,Cellulose,Lignin,Uopløselige kostfibre,Høj molekylevægt opløselige kostfibre,Lav molekylevægt opløselige kostfibre,Crude fibre,Neutral detergent fibre,L-mælkesyre,D-mælkesyre,Mælkesyre,Citronsyre,Oxalsyre,Æblesyre,Propionsyre,Benzosyre,Sum organiske syrer,C4:0,C6:0,C8:0,C10:0,C12:0,C13:0,C14:0,C15:0,C16:0,C17:0,C18:0,C20:0,C21:0,C22:0,C23:0,C24:0,"C12:1,n-1","C14:1,n-5","C15:1,n-5","C16:1,n-7","C17:1,n-7","C18:1,n-7","C18:1,n-9","C18:1,n-12","C20:1,n-9","C20:1,n-11","C20:1,n-15","C22:1,n-9","C22:1,n-11","C24:1,n-9","C14:1,n-5,trans","C16:1,n-7,trans","C18:1,trans","C20:1,trans","C22:1,trans","C18:2,n-6","C18:2,konjugeret","C18:3,n-3","C18:3,n-6","C18:4,n-3","C20:2,n-6","C20:3,n-3","C20:3,n-6","C20:4,n-3","C20:4,n-6","C20:5,n-3","C21:5,n-3","C22:2,n-6","C22:3,n-3","C22:4,n-6","C22:5,n-3","C22:5,n-6","C22:6,n-3","C18:2,trans","C18:3,trans",Andre fedtsyrer,Sum mættede fedtsyrer,Sum enkeltumættede fedtsyrer,Sum flerumættede fedtsyrer,Sum transfedtsyrer,Sum fedtsyrer under detektionsgrænsen,Sum fedtsyrer,Sum n-3 fedtsyrer,Sum n-6 fedtsyrer,Kolesterol,Nitrogen,Isoleucin,Leucin,Lysin,Methionin,Cystin,Phenylalanin,Tyrosin,Threonin,Tryptofan,Valin,Arginin,Histidin,Alanin,Asparaginsyre,Glutaminsyre,Glycin,Prolin,Serin,Hydroxyprolin,Ornitin,Histamin,Serotonin,Cholin,Tyramin,Phenylethylamin,Putrescin,Cadaverin,Spermin,Spermidin,Sum biogene aminer,Svind,Nitrogen-til-protein faktor,Fedtsyrekonverteringsfaktor,Massefylde,,,
"Hvedebrød, toastbrød, groft, industrifremstillet","Wheat bread, with coarse meal, for toasting, industrially produced",745,1080,1080,256,256,"8,4","7,4","9,2","50,4","46,3","45,5","4,1","3,2","0,0","1,1","1,6","63,5","36,5","0,0","0,0","0,0","0,00","0,00",,,,"0,50","0,50",,,,,,"0,18",,"0,06","1,47","1,72","0,10","0,29","2,9","30,5",,"0,0","0,0","0,0",,"430,2","140,3","48,3","27,4",,"1,17","0,12","0,85","0,66","7,03",,,"2,4",,,,"109,8",,743,,"16,7",,"3,5",,,"2,69",,,,,,,,,,,,,"0,00","0,00",,,"43,17",,,,,,,,,,,,,,,,,,,"0,00","0,00","0,00",,"0,01",,"0,73",,"0,14","0,00",,"0,00",,,,,,"0,01",,"0,05","0,96",,,"0,01",,,,,,,"0,00",,,"0,86",,"0,10",,,,,,,,,,,,,,,,,,,"0,88","1,03","0,96","0,00",,"2,87","0,10","0,86",0,"1,47",368,632,206,137,162,441,206,250,88,427,338,191,279,412,2706,353,971,441,,,,,"22,00",,,,,,,,0,"5,70","0,902",,31,Brød,Bread
"Grisekød, skinke af yderlår, helt afpudset, råt","Pork, ham, silverside (M. Biceps Femoris), lean, raw",746,486,486,115,115,"20,2","16,3","20,2","0,0","0,0","0,0","0,0","3,9","0,0","0,2","1,1","25,2","74,8","0,0","0,0","0,0","0,29","0,08",,"0,09",,"0,10","0,10",,,,,"0,0","0,81",,"0,21","7,02","3,30","0,31","0,60","2,6","1,5",,"0,7","0,0","0,0",,"66,0","280,0","6,0","18,0",,"0,66","0,10","3,60","0,01","5,30","0,00",,"6,9",,,,"175,0",,,,"1,0",,,"0,13","2,00","1,90","5,60",,"0,00",,"0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00",,,"0,00","0,00","0,00",,,,,,,,,,,,,,,,,,,,,"0,06","0,00","0,98","0,00","0,50",,,,,,,,,"0,12","0,00",,"1,58",,,"0,03",,,,,,,,,,"0,26",,"0,02",,,,"0,00",,,"0,00","0,00",,,,,"0,00",,,,,,"1,53","1,73","0,28",,,"3,54","0,02","0,26",57,"3,28",1017,1542,1837,525,138,754,689,886,223,1115,1214,787,1181,1837,2723,951,754,820,,,"0,08",,"75,00","0,08",,,,,,"0,15",0,"6,25","0,920",,60,Svinekød (Gris),Pork
"Lever, ande, rå","Liver, duck, raw",747,550,550,131,131,"18,7","15,8","18,7","3,5","3,5","3,5","0,0","4,6","0,0","0,2","1,3","28,2","71,8","11984,0","11984,0",,"2,75",,,,,,,,,,,,"0,56",,"0,89","10,90","6,50","0,76","6,18",,"738,0",,"54,0","4,5","4,5",,"77,0","240,0","11,0","20,0",,"30,53","5,96","3,07","0,26","0,85",,,"123,9",,,,"269,0",,,,"2,8",,"1,4","0,20",,"13,70","0,82",,,,,,,,,,,"0,00","0,00","0,00",,,,,,,,,"0,00",,,,,,,,,,,,,,"0,00","0,00",,"0,01",,"0,80",,"0,63",,,,,,,,,"0,05",,,"0,65",,,"0,00",,"0,00",,,,,,,,"0,37",,"0,00",,,,,,,"0,26","0,00",,,,,"0,00",,"0,00",,,,"1,45","0,70","0,63",,,"2,78","0,00","0,63",515,"3,00",989,1679,1409,450,252,929,660,839,264,1169,1139,510,1079,1769,2428,1079,929,809,,,,,,,,,,,,,0,"6,25","0,599",,84,And og gås,Duck and goose
"Marcipanprodukt, m/chokolade, uspec.","Marzipanproduct, chocolatecover, average values",748,2197,2197,526,526,"4,9",,"4,9","61,5","59,0","59,0","2,5","29,5","0,0","0,0","1,1","97,0","3,0","2,0",,,"0,00",,,,,"8,40",,,,,,,"0,09",,"0,30","1,30","1,30","0,05",,,"21,0",,"0,0","0,0",,,"19,0","280,0","87,0","99,0",,"1,50","0,54","1,20","0,73",,,,"1,0",,,,"195,0",,0,,"0,4",,,,,,,,,,,,,,,,,"49,80",,,,,"2,20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,40","15,50","5,30",,,"23,60","0,18","5,08",,"0,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"6,25","0,800",,104,Chokoladevarer o.l., Chocolate etc.
"Hamburgerryg, røget","Pork, saddle, smoked, raw",749,513,513,122,122,"18,4","14,7","18,4","1,1","1,1","1,1","0,0","4,9","0,0","3,9","4,1","28,5","71,5","0,0","0,0","0,0","0,30","0,08",,"0,09",,"0,10","0,10",,,,,,"0,83",,"0,14","7,19","3,90","0,37","0,71","2,0","3,9",,"0,7","0,0","0,0",,"1540,0","317,0","4,9","26,0",,"0,55","0,05","1,39","0,01","5,30","0,00",,"10,8",,,,"241,0",,,,"1,1",,,,,,,,"0,00",,"0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00",,,"0,00","0,00","0,00",,,,,,,,,,,,,,,,,,"0,00","0,00",,"0,06",,"1,10",,"0,64","0,00",,"0,00",,"0,00",,"0,00",,"0,11",,,"1,90",,,"0,04",,,,,,,"0,00",,,"0,46",,"0,04",,,,,,,"0,03",,,,,,,,"0,00",,,"0,00","1,80","2,05","0,53","0,00",,"4,39","0,04","0,49",55,"2,94",883,1354,1649,471,124,677,618,765,197,972,1089,677,1089,1649,2502,913,707,736,,,,,"71,80",,,,,,,,15,"6,25","0,895",,65,Pålægsvarer,Cold cuts
"Hamburgerryg, kogt","Pork, saddle, smoked, boiled",750,508,508,121,121,"18,4","14,7","18,4","0,8","0,8","0,8","0,0","4,9","0,0","3,9","4,4","28,5","71,5","0,0","0,0","0,0","0,22","0,00",,"0,09",,"0,14","0,14",,,,,,"0,87",,"0,11","8,89","5,60","0,33","0,60","2,5","1,5",,"0,4","40,0","40,0",,"1540,0","317,0","5,1","21,5",,"0,52","0,05","1,39","0,01","30,00","0,00",,"10,4",,,,"301,0",,1780,,"1,4",,"1,3",,,,,,"0,00",,"0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00",,,"0,00","0,00","0,00",,,,,,,,,,,,,,,,,,"0,00","0,00",,"0,06",,"1,10",,"0,64","0,00",,"0,00",,"0,00",,"0,00",,"0,11",,,"1,90",,,"0,04",,,,,,,"0,00",,,"0,46",,"0,04",,,,,,,"0,03",,,,,,,,"0,00",,,"0,00","1,80","2,05","0,53","0,00",,"4,39","0,04","0,49",47,"2,94",883,1354,1649,471,124,677,618,765,197,972,1089,677,1089,1649,2502,913,707,736,,,,,"71,80",,,,,,,,12,"6,25","0,895",,65,Pålægsvarer,Cold cuts
"Tun i tomat, konserves","Tuna, in tomato sauce, canned",751,478,478,113,113,"17,2","14,6","17,2","4,6","4,6","4,6","0,0","2,9","0,0","0,8","1,2","25,9","74,1","372,0","372,0","0,0","2,81","2,81",,,,"1,20","1,20",,,,,"0,0","0,00",,"0,06","13,22","10,10","0,43","0,32","3,0","15,0","7,0","2,2","0,0","0,0",,"307,0","350,0","8,9","27,0",,"1,20","0,05","1,80","0,01","9,00","0,00",,"68,0",,,,"163,5",,,,"15,6",,"2,0","42,00","99,00","2,00","29,00",,,,,,,,,,,,"0,00","0,00",,,"1,95",,,,,,,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,01",,"0,31","0,00","0,12","0,01",,"0,00",,"0,00",,"0,00",,"0,02",,"0,00","0,53",,,"0,01",,"0,00","0,03","0,00",,,,,,"1,00",,"0,13",,"0,00","0,00","0,00","0,00",,,"0,02",,,,,"0,01",,"0,13",,,"0,01","0,45","0,58","1,28",,,"2,33","0,28","1,00",47,"2,75",936,1486,1541,550,83,716,633,853,187,1101,991,605,1073,1789,2367,716,660,716,,,"0,20","0,00","29,30","0,66","0,73","0,10","8,05","0,10","0,00","9,83",0,"6,25","0,800",,79,Fiskeprodukter,Fish products
"Savoykål, rå","Cabbage, savoy, raw",752,113,113,27,27,"2,0","1,8","2,0","6,1","3,0","3,0","3,1","0,1","0,0","0,1","0,8","9,0","91,0","100,0","0,0","600,0","0,00","0,00",,,,"0,60",,,,,,,"0,07",,"0,03","0,52","0,19","0,19","0,19",,"80,0",,"0,0","57,5","57,5",,"28,0","230,0","35,0","28,0",,"0,40","0,06","0,27","0,18",,,,"3,8",,,,"42,0",,,,"2,6",,"2,1",,,,,,,,,,,,,,,"2,80","0,00","0,00",,,"0,10",,,,,,"0,80",,,,,,"0,00",,,,"0,00",,,"0,00","0,00","0,00",,"0,00",,"0,01",,"0,00",,,,,,,,,"0,00",,,"0,01",,,,,,,,,,,,,"0,02",,"0,03",,,,,,,"0,00",,,,,,,,,,,,"0,01","0,01","0,05",,,"0,07","0,03","0,02",0,"0,32",102,102,93,20,17,64,35,70,20,86,115,42,70,198,445,45,394,115,,,,,"10,70",,,,,,,,20,"6,25","0,687",,40,Blad- og stængelgrøntsager,Leaf and stem vegetables
"Asparges, uspec., rå","Asparagus, all types, raw",753,95,95,23,23,"1,9","1,4","1,9","4,0","2,2","2,2","1,8","0,3","0,0","0,0","0,5","6,7","93,3","5,3","0,0","32,0","0,00","0,00",,,,"0,30","0,30",,,,,"39,0","0,11",,"0,09","1,26","1,00","0,06","0,07","0,2","150,0","58,0","0,0","12,0","12,0",,"6,4","202,0","20,0","8,9",,"0,50","0,06","0,44",,,,,"1,0",,,,"52,0",,,,"0,2",,"18,0",,,,,,"0,67",,"0,32","0,99","0,00","0,00","0,18","0,18",,"1,17","0,00","0,00",,,"0,00","0,75","0,10",,,,,,,,,,,,,,,,,,,,,,,"0,06",,"0,00",,,,,,,,,"0,00",,,"0,00",,,,,,,,,,,,,"0,13",,"0,01",,,,,,,,,,,,,,,,,,,"0,06","0,01","0,15",,,"0,21","0,01","0,13",0,"0,31",56,89,80,22,7,52,43,49,15,89,74,34,136,179,410,65,123,93,,,"0,01","0,00","16,00",,,,,,,"0,01",47,"6,25","0,800",,40,Blad- og stængelgrøntsager,Leaf and stem vegetables
"Kylling, bryst (filet), kogt, pålæg","Chicken, breast, boiled, sliced",754,475,475,113,113,"20,6","16,3","20,6","0,4","0,4","0,4","0,0","3,2","0,0","2,8","3,4","27,6","72,4","0,0","0,0",,"0,00","0,00",,,,"0,31","0,31",,,,,,"0,33",,"0,08","12,67","9,10","0,50","2,20","2,7","17,0",,"0,4","51,0","51,0",,"1120,0","378,0","12,8","27,5",,"0,42","0,03","0,59","0,03","2,90",,,"11,0",,,,"225,0",,1370,,"1,0",,"1,1",,,,,,,,,,,,,,,"0,00",,,,,"0,00",,,,,,,,,,,,,,,,,,,,"0,00","0,00",,"0,03",,"0,56",,"0,26","0,00",,"0,00",,"0,00",,"0,00",,"0,08",,,"1,05",,,"0,02",,,,,,,"0,00",,,"0,65",,"0,06",,,,,,,"0,04",,,,,,,,"0,00",,,"0,00","0,85","1,14","0,75","0,00",,"2,74","0,06","0,69",53,"3,30",956,1450,1846,527,132,758,626,824,214,1088,1318,527,1220,1813,2736,1154,923,824,,,,,"117,00",,,,,,,,0,"6,25","0,857",,81,Høns og kylling,Chicken
"Citronskal, rå","Lemon peel, raw",756,213,213,52,52,"1,5",,"1,5","16,0","5,4","5,4","10,6","0,3","0,0","0,0","0,6","18,4","81,6","5,0","0,0","30,0","0,00","0,00",,,,"0,00",,,,,,,"0,06",,"0,08","0,40","0,40","0,17","0,32",,,,"0,0","129,0","129,0",,"6,0","160,0","250,0","15,0",,"1,00",,"0,00",,,,,"7,0",,,,"12,0",,,,"0,0",,,,,,,,,,,,,,,,,"4,17","0,00","0,00",,,,,,,,,,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,00",,"0,04",,"0,00",,,,,,,,,"0,00",,,"0,01",,,"0,00",,"0,00",,,,,,,,"0,07",,"0,03",,"0,00",,,,,"0,00","0,00",,,,,"0,00",,"0,00",,,,"0,04","0,01","0,10",,,"0,16","0,03","0,07",0,"0,24",,,,,,,,,,,,,,,,,,,,,,,"8,50",,,,,,,,0,"6,25","0,530",,52,Sydfrugt,Tropical or subtropical fruit
"Pistacienød, tørristet med salt","Pistachio nuts, dry roasted with salt",757,2441,2441,589,589,"21,3","20,8","25,2","27,6","17,3","13,5","10,3","46,0","0,0","0,0","3,1","98,0","2,0","23,3","0,0","140,0","0,00","0,00",,,,"5,20",,,,,,,"0,84",,"0,16","6,33","1,43","1,27","0,51",,"50,0",,"0,0","2,3","2,3",,"10,0","1042,0","110,0","120,0",,"4,20","1,33","2,30","1,28","0,00",,,"6,8",,,,"485,0",,,,"6,2",,"65,5","0,00","0,00","0,00","0,00",,,,,,,,,,,"7,74","0,00","0,00",,,"1,38",,,,,,"1,80",,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,04","0,00","5,11","0,00","0,60","0,05",,"0,04",,"0,00",,"0,00",,"0,27",,,"30,55",,,"0,21",,"0,00",,"0,00",,,,,,"6,70",,"0,25",,"0,00","0,00","0,00",,,"0,00","0,00",,,,,"0,00",,"0,00",,,,"5,84","31,03","6,94",,,"43,81","0,25","6,70",0,"4,03",1007,1732,1329,395,524,1208,725,765,294,1450,2256,564,1047,2175,5116,1128,967,1410,,,,,"71,40",,,,,,,,48,"5,30","0,953",,53,Nødder,Nuts
"Kirsebærsaft, sød, koncentreret","Cherry juice, concentrated, sugar added",760,724,724,171,171,"0,5",,"0,5","41,0","41,0","41,0","0,0","0,5","0,0","0,1","0,2","42,2","57,8",,,,"0,00",,,,,,,,,,,,,,,"0,33","0,20",,,,,,,,,,"24,0",,"8,0",,,"0,10",,"0,00",,,,,"0,0",,,,,,,,"0,1",,,,,,,,,,,,,,,,,"41,00","28,00","28,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,"0,00",,"0,07",,"0,02",,,,,,,,,"0,00",,,"0,12",,,,,,,,,,,,,"0,07",,"0,06",,,,,,,,,,,,,,,,,,,"0,10","0,12","0,13",,,"0,35","0,06","0,07",0,"0,08",26,38,50,6,5,26,16,29,8,36,22,18,41,800,50,31,43,43,,,,,,,,,,,,,0,"6,25","0,700","1,102",54,Bærjuice og bærsaft,Berry juices
"Ribssaft, sød, koncentreret","Currant, red, juice, concentrated, sugar added",761,724,724,171,171,"0,5",,"0,5","41,0","41,0","41,0","0,0","0,5","0,0","0,1","0,2","42,2","57,8",,,,,,,,,"0,00","0,00",,,,,,,,,"0,47","0,20",,,,,,,,,,"24,0",,"14,9",,,,,,,,,,,,,,"15,7",,,,,,,,,,,,,,,,,,,,,"41,00","33,00","33,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,"0,09",,"0,02",,,,,,,,,"0,01",,,"0,07",,,,,,,,,,,,,"0,12",,"0,09",,,,,,,"0,00",,,,,,,,,,,,"0,11","0,08","0,21",,,"0,40","0,09","0,12",,"0,08",18,30,26,8,3,17,8,17,16,22,30,9,23,73,68,19,18,22,,,,,,,,,,,,,0,"6,25","0,800","1,102",54,Bærjuice og bærsaft,Berry juices
"Hindbærsaft, sød, koncentreret","Raspberry juice, concentrated, sugar added",762,724,724,171,171,"0,5",,"0,5","41,0","41,0","41,0","0,0","0,5","0,0","0,1","0,2","42,2","57,8",,,,,,,,,,,,,,,,,,,"0,55","0,30",,,,,,,,,,"24,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,00","34,00","34,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,"0,00",,"0,00",,,,,,,,,,,,"0,00",,,,,,,,,,,,,"0,00",,"0,00",,,,,,,,,,,,,,,,,,,"0,00","0,00","0,00",,,"0,40","0,00","0,00",,"0,08",,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,0,"6,25","0,800","1,102",54,Bærjuice og bærsaft,Berry juices
"Jordbærsaft, sød, koncentreret","Strawberry juice, concentrated, sugar added",763,724,724,171,171,"0,5","0,4","0,5","41,0","41,0","41,0","0,0","0,5","0,0","0,1","0,2","42,2","57,8",,,,,,,,,,,,,,,,,,,"0,30","0,20",,,,,,,"9,0","9,0",,"24,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,00","34,00","34,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,,,,,"0,04",,,,,,,,,,,,,,"0,07",,,,,,,,,,,,,"0,15",,"0,14",,,,,,,"0,00",,,,,,,,,,,,"0,04","0,07","0,29",,,"0,40","0,14","0,15",,"0,08",18,30,26,8,3,17,8,17,6,22,30,9,23,73,68,19,18,22,,,,,,,,,,,,,0,"6,25","0,800","1,102",54,Bærjuice og bærsaft,Berry juices
"Grønne bønner, rå","Beans, green, raw",764,126,126,30,30,"1,9","1,3","1,9","6,6","3,6","3,6","3,0","0,2","0,0","0,0","0,7","9,5","90,5","17,3","0,0","104,0","0,00","0,00",,,,"0,30","0,30",,,,,"14,4","0,09",,"0,11","1,05","0,70","0,10","0,05","0,7","64,0","39,0","0,0","15,0","15,0",,"1,7","237,0","60,0","17,0",,"1,00","0,06","0,39","0,25","1,20","20,00",,"0,3",,,,"39,0",,,,"0,8",,"13,5","0,02","0,09","0,17","1,20",,"1,40",,"0,88","2,28",,"0,00","0,48","0,48","0,00","2,76","0,00","0,00",,,"3,10","1,45","0,08",,,,,,,,,,,,,,,,,,,,,,,"0,06",,"0,01",,,,,,,,,,,,"0,01",,,,,,,,,,,,,"0,05",,"0,06",,,,,,,,,,,,,,,,,,,"0,07","0,01","0,11",,,"0,19","0,06","0,05",0,"0,30",73,106,116,28,8,52,40,79,21,94,70,36,94,258,198,64,58,134,,,"0,01","0,00","15,30",,,,,,,"0,01",22,"6,25","0,800",,171,Friske bælgplanter,Fresh legumes
"Dild, tørret","Dill weed, dried",765,1342,1342,319,319,"20,0",,"20,0","55,8","43,9","43,9","11,9","4,4","0,0","0,5","12,6","92,7","7,3","0,0","0,0",,"0,00","0,00",,,,,,,,,,,"0,42",,"0,28","2,81","2,81","1,71",,,,,"0,0",,,,"208,0","3308,0","1784,0","451,0",,"48,78",,"3,30",,,,,"0,0",,,,"543,0",,,,"2,3",,,,,,,,,,,,,,,,,"37,60","0,00","0,00",,,"4,60",,,,,,"11,93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,23","0,50","2,00",,,"3,05","1,00","0,60",0,"3,19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,25","0,700",,44,Krydderurter,Herbs
Pølsebrød,"Bread, white, for sausages",766,1071,1071,253,253,"8,7","7,7","9,5","47,5","44,6","43,8","2,9","3,8","0,0","0,6","1,4","61,4","38,6","0,0","0,0","0,0","0,00","0,00",,,,"0,50","0,50",,,,"0,10","0,0","0,17",,"0,07","1,52","1,00","0,06","0,50","2,3","38,0",,"0,0","0,0","0,0",,"257,9","135,8","67,0","18,0",,"1,00","0,09","0,63","0,60","6,20","0,00",,"2,7",,,,"78,0",,,,"19,7",,"6,2","0,64","0,34","3,42","0,79",,,,,"4,20",,,,"1,80",,"6,00","0,00","0,00",,,"37,90",,"0,00",,,,,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,"0,05",,"0,47","0,00","0,24","0,02",,"0,00",,"0,00",,"0,00",,"0,04",,"0,00","0,79",,,"0,02",,"0,00","0,00","0,00",,,,,,"0,81",,"0,12",,"0,00","0,00","0,00","0,00",,,"0,00",,,,,"0,00",,"0,00",,,"0,00","0,78","0,85","0,93",,,"2,56","0,12","0,81",0,"1,52",381,655,213,142,168,457,213,259,91,442,351,198,290,427,2804,366,1006,457,,,,"0,00","8,10",,,,,,,"0,00",0,"5,70","0,670",,31,Brød,Bread
"Selleri, blade, rå","Celeriac, celery leaves, raw",767,143,143,34,34,"1,8","1,2","1,8","8,0","4,1","4,1","3,9","0,3","0,0","0,2","1,0","11,1","88,9",,,,,,,,,"2,70","2,70",,,,,,,,"0,34","0,25",,"0,20",,,,,,,,,"80,0",,"325,0",,,"4,00",,,,,,,,,,,,,,,"10,0",,,,,,,,,,,,,,,,,,"0,00","0,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,06",,"0,00",,,,,,,,,,,,"0,01",,,,,,,,,,,,,"0,16",,"0,02",,,,,,,"0,00",,,,,,,,,,,,"0,07","0,01","0,18",,,"0,26","0,02","0,16",,"0,28",54,76,73,18,4,45,27,48,15,87,45,27,73,217,439,45,45,54,,,,,,,,,,,,,25,"6,25","0,800",,40,Blad- og stængelgrøntsager,Leaf and stem vegetables
"Helt, rå","Whitefish, raw",768,478,478,113,113,"21,6",,"21,6","0,0","0,0","0,0","0,0","3,0","0,0","0,1","1,4","26,0","74,0","8,0","8,0","0,0","3,00","3,00",,,,"2,70","2,70",,,,,"0,0","0,07",,"0,07","4,00","4,00",,,,,,,"0,0","0,0",,"49,0","380,0","60,0","30,0",280,"0,50","0,03","0,54","0,05","2,10","5,00","1,00","16,0","0,10","0,3",10,"290,0",100,,100,"20,0",230,"7,0","4,70","4,00","0,20","5,00",,,,,,"0,00",,"0,00","0,00",,"0,00","0,00","0,00",,,"0,00",,,,,,,,,,,,,,,,,,,,,"0,00",,"0,27",,"0,88",,"0,21",,,,,,,,,,,,,,,,,,,,,,,,,"0,13",,"0,21",,,,,,,,,,,,,,,,,,,"1,42","1,08","0,34",,,"2,85","0,21","0,13",60,"3,47",,,,,,,,,,,,,,,,,,,,,,,"65,00",,,,,,,,51,"6,25","0,950",,72,Mellemfed fisk,Somewhat oily fish
"Tyttebær, rå","Lingonberry, raw",769,228,228,54,54,"0,8",,"0,8","12,8","10,3","10,3","2,5","0,5","0,0","0,0","0,3","14,4","85,6","3,5","0,0","21,0","0,00","0,00",,,,"1,60","1,60",,,,,,"0,05",,"0,04","0,63","0,50","0,01","0,12","2,4","2,0","0,0","0,0","11,0","11,0",,"2,0","89,0","20,0","9,0",,"0,40","0,07","0,18","3,20","1,00","0,00",,"0,0",,,,"16,0",,,,"0,2",,"5,0",,,,,,"3,13",,"3,20","6,33","0,00","0,00","0,70","0,70",,"7,03","0,00","0,00","0,00","0,00","0,10","0,60","0,90",,,,,,,,,,,,,"135,00",,,,,,,,,,"0,02",,"0,00",,,,,,,,,"0,00",,,"0,06",,,,,,,,,,,,,"0,14",,"0,18",,,,,,,"0,00",,,,,,,,,,,,"0,02","0,06","0,33",,,"0,40","0,18","0,14",0,"0,13",,,,,,,,,8,,,,,,,,,,,,,,"5,50",,,,,,,,0,"6,25","0,800",,51,Bærfrugt,Soft fruit
"Oksekød, inderlår uden kappe, rå","Beef, topside, cap off, raw",770,496,496,118,118,"22,3","18,6","22,3","0,0","0,0","0,0","0,0","3,1","0,0","0,1","1,0","26,5","73,5","0,0","0,0","0,0","0,42","0,06","0,01","0,11","0,03","0,30","0,30","0,00","0,00","0,00",,"0,0","0,04",,"0,24","10,54","5,66","0,24","2,92","2,3","10,0","4,0","1,4","0,0","0,0",,"40,7","353,3","3,5","22,7",,"2,27","0,06","3,58","0,00","0,00","0,27",,"9,1",,,,"195,0",,,,"0,0",,"0,7","0,05","0,53","0,90","2,50",,"0,00",,"0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00",,,"0,00","0,00","0,00",,,,,,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,73","0,00","0,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,00","1,13",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00",,"0,00","0,00",,"0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,13","1,18","1,17","0,00","0,00","0,00","2,47","0,00","0,00",55,"3,57",1038,1823,2102,512,196,993,750,1022,293,1109,1375,867,1310,2108,3405,958,839,864,25,0,"0,23",,"65,40","2,35","0,00","0,23","0,84","2,58",,"6,23",0,"6,25","0,790",,58,Oksekød,Beef
